Nr. orders	100
orderID,productID,qty
1,143,1
1,324,1
1,539,1
1,657,1
1,124,1
1,375,1
2,309,1
2,305,1
2,306,1
2,143,1
2,613,1
2,880,1
2,508,1
2,561,1
2,691,1
2,643,1
2,284,1
2,466,1
2,852,1
2,228,1
2,857,1
2,359,1
2,888,1
2,608,1
2,752,1
2,90,1
2,149,1
2,350,1
3,408,1
3,169,1
3,50,1
3,220,1
3,267,1
3,307,1
3,615,1
3,900,1
3,537,1
3,587,1
3,120,1
3,878,1
3,390,1
3,48,1
3,649,1
3,372,1
3,277,1
3,287,1
4,406,1
4,427,1
4,51,1
4,733,1
4,547,1
4,550,1
4,849,1
4,14,1
4,82,1
4,20,1
4,678,1
4,178,1
4,241,1
4,195,1
4,749,1
4,889,1
4,880,1
4,190,1
4,63,1
5,261,1
5,863,1
5,231,1
5,518,1
5,667,1
5,707,1
5,818,1
5,434,1
5,403,1
5,483,1
5,439,1
5,565,1
5,700,1
6,691,1
6,316,1
6,440,1
6,217,1
6,612,1
7,294,1
7,53,1
7,71,1
7,794,1
7,868,1
7,495,1
7,835,1
7,659,1
7,203,1
7,275,1
7,410,1
7,237,1
7,595,1
7,500,1
7,323,1
8,730,1
8,899,1
8,212,1
8,146,1
8,400,1
8,85,1
8,473,1
8,821,1
8,184,1
8,452,1
8,205,1
8,860,1
8,57,1
8,326,1
8,834,1
8,31,1
8,269,1
9,772,1
9,736,1
9,660,1
9,107,1
9,423,1
10,786,1
10,796,1
10,223,1
10,208,1
10,488,1
10,13,1
10,567,1
10,847,1
10,407,1
10,394,1
10,334,1
10,588,1
10,891,1
10,586,1
10,288,1
10,250,1
10,227,1
10,671,1
10,492,1
10,540,1
10,85,1
10,697,1
10,668,1
11,819,1
11,229,1
11,683,1
11,627,1
11,836,1
11,386,1
11,665,1
11,419,1
11,533,1
11,384,1
11,622,1
11,16,1
11,295,1
12,109,1
12,502,1
12,584,1
12,347,1
12,374,1
12,340,1
12,643,1
12,857,1
12,52,1
12,124,1
12,838,1
12,893,1
12,491,1
13,740,1
13,429,1
13,739,1
13,316,1
13,885,1
13,128,1
14,302,1
14,240,1
14,798,1
14,725,1
14,152,1
14,846,1
14,567,1
14,601,1
14,317,1
14,584,1
14,464,1
14,555,1
15,761,1
15,434,1
15,247,1
15,888,1
15,822,1
15,315,1
15,692,1
15,597,1
16,851,1
16,380,1
16,615,1
16,80,1
16,607,1
16,39,1
16,87,1
16,244,1
16,420,1
16,222,1
16,692,1
16,213,1
16,485,1
16,654,1
16,771,1
16,471,1
16,106,1
16,536,1
16,337,1
17,852,1
17,286,1
17,741,1
17,102,1
17,197,1
17,610,1
17,394,1
17,668,1
17,702,1
17,566,1
17,578,1
17,662,1
18,124,1
18,420,1
18,102,1
18,798,1
18,59,1
18,234,1
18,733,1
18,649,1
18,640,1
18,292,1
18,760,1
18,189,1
18,814,1
18,850,1
18,672,1
18,436,1
18,717,1
18,767,1
18,539,1
19,850,1
19,816,1
19,90,1
19,478,1
19,745,1
19,648,1
19,5,1
19,380,1
19,86,1
19,212,1
19,762,1
19,728,1
19,868,1
19,77,1
19,566,1
19,347,1
19,469,1
19,50,1
19,385,1
20,295,1
20,661,1
20,639,1
20,764,1
20,390,1
20,739,1
20,586,1
20,496,1
20,597,1
20,517,1
20,619,1
20,576,1
20,867,1
20,163,1
20,521,1
20,492,1
20,685,1
20,289,1
20,682,1
20,84,1
20,837,1
20,890,1
20,296,1
20,280,1
21,177,1
21,858,1
21,301,1
21,476,1
21,552,1
21,823,1
22,161,1
22,537,1
22,470,1
22,406,1
22,158,1
22,43,1
22,437,1
22,588,1
22,409,1
22,482,1
22,842,1
22,544,1
22,495,1
22,364,1
23,379,1
23,78,1
23,806,1
23,184,1
23,218,1
23,300,1
23,731,1
23,772,1
23,777,1
23,840,1
23,182,1
23,857,1
23,55,1
23,514,1
23,243,1
23,37,1
24,137,1
24,826,1
24,815,1
24,542,1
24,390,1
24,102,1
24,409,1
24,604,1
24,275,1
24,897,1
24,830,1
24,594,1
24,771,1
24,452,1
25,451,1
25,690,1
25,200,1
25,502,1
25,851,1
25,831,1
26,316,1
26,790,1
26,371,1
26,618,1
26,341,1
26,792,1
26,213,1
26,834,1
26,635,1
26,681,1
26,654,1
26,877,1
26,310,1
26,611,1
26,552,1
26,650,1
26,484,1
26,448,1
26,173,1
26,671,1
27,843,1
27,469,1
27,501,1
27,781,1
27,165,1
27,832,1
27,849,1
27,639,1
27,375,1
27,825,1
28,424,1
28,349,1
28,598,1
28,881,1
28,514,1
29,794,1
29,236,1
29,506,1
29,101,1
29,803,1
29,387,1
29,284,1
29,386,1
29,308,1
29,614,1
29,144,1
29,742,1
29,142,1
29,74,1
29,247,1
29,220,1
29,61,1
29,184,1
29,461,1
29,501,1
29,414,1
30,387,1
30,474,1
30,843,1
30,434,1
30,5,1
30,461,1
30,344,1
30,856,1
30,573,1
30,626,1
30,644,1
30,815,1
30,416,1
30,130,1
30,218,1
30,379,1
30,652,1
30,674,1
30,842,1
30,221,1
30,701,1
30,810,1
30,792,1
30,273,1
31,70,1
31,253,1
31,32,1
31,34,1
31,587,1
31,202,1
31,803,1
31,700,1
31,410,1
31,127,1
31,608,1
32,590,1
32,381,1
32,715,1
32,700,1
32,155,1
32,16,1
32,42,1
32,698,1
32,207,1
32,811,1
32,406,1
32,206,1
32,59,1
32,705,1
32,96,1
32,376,1
32,64,1
33,311,1
33,761,1
33,887,1
33,686,1
33,131,1
33,119,1
33,374,1
33,122,1
33,801,1
33,334,1
33,820,1
33,187,1
33,697,1
33,193,1
33,861,1
33,362,1
33,762,1
33,90,1
33,702,1
33,678,1
34,236,1
34,879,1
34,824,1
34,812,1
34,358,1
34,785,1
34,312,1
34,898,1
34,854,1
34,46,1
34,66,1
34,874,1
34,610,1
34,161,1
34,861,1
34,517,1
34,205,1
34,709,1
34,423,1
35,852,1
35,77,1
35,356,1
35,621,1
35,640,1
35,547,1
35,687,1
35,235,1
35,392,1
35,832,1
35,676,1
35,295,1
35,718,1
35,261,1
36,623,1
36,828,1
36,740,1
36,741,1
36,737,1
36,249,1
36,101,1
36,485,1
36,402,1
36,555,1
36,592,1
36,84,1
36,193,1
36,149,1
37,254,1
37,310,1
37,549,1
37,422,1
37,169,1
37,528,1
37,265,1
37,298,1
37,365,1
37,596,1
37,765,1
37,699,1
38,29,1
38,314,1
38,182,1
38,861,1
38,380,1
38,98,1
38,373,1
38,872,1
38,648,1
38,529,1
38,345,1
38,298,1
38,198,1
38,731,1
38,772,1
38,510,1
39,149,1
39,876,1
39,732,1
39,175,1
39,414,1
39,541,1
39,297,1
39,335,1
39,756,1
39,413,1
40,193,1
40,812,1
40,184,1
40,93,1
40,792,1
40,146,1
40,567,1
40,645,1
40,173,1
40,359,1
40,197,1
40,272,1
40,60,1
40,633,1
40,34,1
40,560,1
40,215,1
40,377,1
40,219,1
40,370,1
40,418,1
40,248,1
40,791,1
41,174,1
41,352,1
41,572,1
41,731,1
41,673,1
41,312,1
41,206,1
41,87,1
41,281,1
41,693,1
41,724,1
41,78,1
41,626,1
41,773,1
42,104,1
42,160,1
42,835,1
42,651,1
42,304,1
42,355,1
42,443,1
42,208,1
42,247,1
42,656,1
42,10,1
42,307,1
42,487,1
42,198,1
43,833,1
43,160,1
43,435,1
43,191,1
43,62,1
43,400,1
43,275,1
43,279,1
43,704,1
43,612,1
43,256,1
43,387,1
43,459,1
43,759,1
43,129,1
43,1,1
43,403,1
43,119,1
43,478,1
43,625,1
43,654,1
43,693,1
43,674,1
43,477,1
44,306,1
44,4,1
44,161,1
44,289,1
44,303,1
44,675,1
44,216,1
44,141,1
44,200,1
44,643,1
44,573,1
44,398,1
44,561,1
44,207,1
44,751,1
44,522,1
44,524,1
44,736,1
44,244,1
45,598,1
45,262,1
45,392,1
45,636,1
45,592,1
45,269,1
46,180,1
46,890,1
46,238,1
46,623,1
46,344,1
46,899,1
46,422,1
46,5,1
46,103,1
46,226,1
47,723,1
47,239,1
47,186,1
47,60,1
47,301,1
47,743,1
47,589,1
47,104,1
47,107,1
48,722,1
48,650,1
48,76,1
48,261,1
48,129,1
49,641,1
49,208,1
49,277,1
49,189,1
49,242,1
49,82,1
49,229,1
49,494,1
49,301,1
49,119,1
49,722,1
49,774,1
50,288,1
50,91,1
50,656,1
50,223,1
50,226,1
50,691,1
50,301,1
50,601,1
50,734,1
50,815,1
50,447,1
50,184,1
50,60,1
50,89,1
50,865,1
50,596,1
50,694,1
50,57,1
51,10,1
51,607,1
51,214,1
51,662,1
51,27,1
51,894,1
51,794,1
51,110,1
51,394,1
51,517,1
51,28,1
51,207,1
51,747,1
51,452,1
51,686,1
51,591,1
52,624,1
52,770,1
52,106,1
52,96,1
52,636,1
52,40,1
52,718,1
52,877,1
53,546,1
53,7,1
53,693,1
53,370,1
53,535,1
53,44,1
53,359,1
53,604,1
53,662,1
54,862,1
54,847,1
54,185,1
54,604,1
54,117,1
54,345,1
54,295,1
54,837,1
54,377,1
54,490,1
54,897,1
54,620,1
54,343,1
54,867,1
54,735,1
54,378,1
54,382,1
54,495,1
54,427,1
54,275,1
55,4,1
55,46,1
55,229,1
55,628,1
55,41,1
55,734,1
55,464,1
55,660,1
55,808,1
55,521,1
55,545,1
55,881,1
55,227,1
55,74,1
55,52,1
55,212,1
55,126,1
55,93,1
55,475,1
56,29,1
56,718,1
56,229,1
56,451,1
56,538,1
57,100,1
57,262,1
57,786,1
57,847,1
57,300,1
57,41,1
57,863,1
57,578,1
58,795,1
58,148,1
58,827,1
58,499,1
58,279,1
58,424,1
58,41,1
59,673,1
59,67,1
59,366,1
59,240,1
59,232,1
59,223,1
59,312,1
59,591,1
59,172,1
59,840,1
59,489,1
59,71,1
59,646,1
59,42,1
60,840,1
60,668,1
60,393,1
60,148,1
60,541,1
60,209,1
60,673,1
60,283,1
60,807,1
61,86,1
61,649,1
61,681,1
61,670,1
61,390,1
61,487,1
62,339,1
62,425,1
62,13,1
62,363,1
62,863,1
62,454,1
62,707,1
62,293,1
62,512,1
62,341,1
62,895,1
62,123,1
62,541,1
62,408,1
62,516,1
62,758,1
62,614,1
62,587,1
62,384,1
62,266,1
62,829,1
62,544,1
63,600,1
63,868,1
63,792,1
63,566,1
63,274,1
63,515,1
63,485,1
63,864,1
63,731,1
63,814,1
63,622,1
63,832,1
63,652,1
63,816,1
63,349,1
63,279,1
63,151,1
64,579,1
64,27,1
64,372,1
64,504,1
64,223,1
64,791,1
64,768,1
64,78,1
64,821,1
64,632,1
64,870,1
64,500,1
64,501,1
64,822,1
64,61,1
64,325,1
64,170,1
64,307,1
64,385,1
64,261,1
64,448,1
64,681,1
64,746,1
65,504,1
65,470,1
65,891,1
65,518,1
65,845,1
65,669,1
65,776,1
65,199,1
65,498,1
65,78,1
65,864,1
65,312,1
65,525,1
65,737,1
65,648,1
65,328,1
65,332,1
66,35,1
66,624,1
66,740,1
66,594,1
66,185,1
66,504,1
67,257,1
67,385,1
67,449,1
67,294,1
67,346,1
67,68,1
67,523,1
67,451,1
67,870,1
67,591,1
67,260,1
67,781,1
67,253,1
67,736,1
68,534,1
68,88,1
68,393,1
68,826,1
68,8,1
68,400,1
68,32,1
68,603,1
68,771,1
68,517,1
68,99,1
68,803,1
68,259,1
68,605,1
68,468,1
68,590,1
68,833,1
68,111,1
68,558,1
68,700,1
68,147,1
69,832,1
69,754,1
69,503,1
69,523,1
69,777,1
69,363,1
69,717,1
69,457,1
69,276,1
69,724,1
69,770,1
69,759,1
69,662,1
69,524,1
69,148,1
69,799,1
69,383,1
69,399,1
69,424,1
69,254,1
69,404,1
69,57,1
69,144,1
69,760,1
70,103,1
70,802,1
70,732,1
70,826,1
70,477,1
70,663,1
70,757,1
70,221,1
70,675,1
70,747,1
70,322,1
70,476,1
70,711,1
70,897,1
70,184,1
71,526,1
71,858,1
71,219,1
71,481,1
71,653,1
71,787,1
72,320,1
72,161,1
72,501,1
72,321,1
72,401,1
72,709,1
72,509,1
72,233,1
72,645,1
72,69,1
72,880,1
72,677,1
72,508,1
72,515,1
72,513,1
72,590,1
72,499,1
72,141,1
73,611,1
73,765,1
73,819,1
73,605,1
73,852,1
73,164,1
73,417,1
73,718,1
73,287,1
73,359,1
73,351,1
73,481,1
73,541,1
73,319,1
73,532,1
73,869,1
73,265,1
73,843,1
73,271,1
73,336,1
73,597,1
73,693,1
73,515,1
73,811,1
74,220,1
74,625,1
74,488,1
74,762,1
74,810,1
74,427,1
74,565,1
74,885,1
74,748,1
74,22,1
74,165,1
74,194,1
74,119,1
74,309,1
75,194,1
75,38,1
75,842,1
75,739,1
75,181,1
75,124,1
75,539,1
75,515,1
75,374,1
75,291,1
75,525,1
75,249,1
75,640,1
76,225,1
76,576,1
76,538,1
76,350,1
76,444,1
76,868,1
76,2,1
76,413,1
76,378,1
76,723,1
76,377,1
76,16,1
76,244,1
76,707,1
76,818,1
76,25,1
76,853,1
76,187,1
76,501,1
76,75,1
76,667,1
76,63,1
76,357,1
76,182,1
77,167,1
77,826,1
77,33,1
77,794,1
77,632,1
77,686,1
77,81,1
77,572,1
77,332,1
77,788,1
77,186,1
77,24,1
77,851,1
77,720,1
77,61,1
77,697,1
77,154,1
77,210,1
77,371,1
77,55,1
78,330,1
78,814,1
78,578,1
78,134,1
78,202,1
78,864,1
78,93,1
78,111,1
78,662,1
78,765,1
78,835,1
78,496,1
78,613,1
79,615,1
79,231,1
79,316,1
79,179,1
79,31,1
79,410,1
79,474,1
79,463,1
79,578,1
79,291,1
79,409,1
79,735,1
79,256,1
79,236,1
79,116,1
79,110,1
79,285,1
80,640,1
80,16,1
80,231,1
80,894,1
80,280,1
80,83,1
80,405,1
80,781,1
80,362,1
80,289,1
80,33,1
80,173,1
80,683,1
80,602,1
80,233,1
80,339,1
80,185,1
80,249,1
80,458,1
80,881,1
80,67,1
80,830,1
80,235,1
81,660,1
81,282,1
81,180,1
81,392,1
81,201,1
81,54,1
81,822,1
81,892,1
81,711,1
82,496,1
82,216,1
82,672,1
82,450,1
82,894,1
82,226,1
82,558,1
82,818,1
82,882,1
82,442,1
82,152,1
83,111,1
83,826,1
83,311,1
83,437,1
83,224,1
83,273,1
83,768,1
83,541,1
84,786,1
84,86,1
84,174,1
84,679,1
84,472,1
84,41,1
85,687,1
85,405,1
85,819,1
85,609,1
85,836,1
85,83,1
85,165,1
85,96,1
85,143,1
85,679,1
85,692,1
85,772,1
85,688,1
85,869,1
85,765,1
85,621,1
86,585,1
86,538,1
86,376,1
86,799,1
86,206,1
86,220,1
86,714,1
86,198,1
86,350,1
86,365,1
86,473,1
86,517,1
86,696,1
86,862,1
86,266,1
86,67,1
86,201,1
86,405,1
86,819,1
86,341,1
86,673,1
86,372,1
87,232,1
87,134,1
87,721,1
87,572,1
87,179,1
87,64,1
87,898,1
87,420,1
87,139,1
87,518,1
87,194,1
87,602,1
87,122,1
87,562,1
87,782,1
87,51,1
87,460,1
87,781,1
88,707,1
88,403,1
88,629,1
88,575,1
88,668,1
88,91,1
88,818,1
88,879,1
88,28,1
88,99,1
88,426,1
88,601,1
88,381,1
88,452,1
88,658,1
88,763,1
88,731,1
88,77,1
88,334,1
88,632,1
88,662,1
88,701,1
88,597,1
89,311,1
89,84,1
89,327,1
89,64,1
89,329,1
89,878,1
89,249,1
89,458,1
89,691,1
90,486,1
90,860,1
90,598,1
90,139,1
90,574,1
90,4,1
90,569,1
90,862,1
90,808,1
90,28,1
90,20,1
90,667,1
90,832,1
90,614,1
91,775,1
91,463,1
91,862,1
91,407,1
91,591,1
91,596,1
91,790,1
91,174,1
91,445,1
91,733,1
91,678,1
91,22,1
91,426,1
92,56,1
92,383,1
92,645,1
92,288,1
92,656,1
92,574,1
92,172,1
92,203,1
92,749,1
92,200,1
92,621,1
92,471,1
92,791,1
92,318,1
92,510,1
92,301,1
93,72,1
93,134,1
93,668,1
93,455,1
93,46,1
93,388,1
93,789,1
93,479,1
93,199,1
93,452,1
93,270,1
93,68,1
94,210,1
94,851,1
94,736,1
94,872,1
94,891,1
94,428,1
94,203,1
94,261,1
94,808,1
94,877,1
95,113,1
95,532,1
95,525,1
95,655,1
95,242,1
96,808,1
96,31,1
96,858,1
96,785,1
96,70,1
96,464,1
96,680,1
96,362,1
96,761,1
96,598,1
96,210,1
96,265,1
97,87,1
97,519,1
97,662,1
97,484,1
97,551,1
98,498,1
98,381,1
98,63,1
98,666,1
98,28,1
98,219,1
98,405,1
98,491,1
98,154,1
98,144,1
98,681,1
98,851,1
98,410,1
98,136,1
98,799,1
98,665,1
99,603,1
99,644,1
99,122,1
99,18,1
99,427,1
99,238,1
99,154,1
99,849,1
