Nr. orders	100
orderID,productID,qty
1,587,1
1,316,1
1,66,1
1,47,1
1,58,1
1,59,1
1,792,1
1,580,1
1,11,1
1,82,1
1,37,1
1,78,1
1,87,1
1,297,1
1,320,1
1,493,1
1,29,1
2,36,1
2,9,1
2,822,1
2,64,1
2,548,1
2,43,1
2,45,1
2,82,1
2,415,1
2,18,1
2,273,1
2,12,1
2,15,1
2,276,1
3,571,1
3,658,1
3,373,1
3,10,1
3,63,1
3,555,1
3,702,1
3,684,1
3,305,1
3,331,1
4,275,1
4,69,1
4,544,1
4,50,1
4,71,1
4,86,1
4,63,1
4,79,1
4,44,1
4,533,1
4,40,1
4,61,1
4,76,1
4,685,1
4,31,1
5,16,1
5,66,1
5,805,1
5,31,1
5,2,1
6,40,1
6,1,1
6,431,1
6,78,1
6,503,1
6,52,1
6,754,1
6,660,1
6,7,1
7,282,1
7,699,1
7,812,1
7,45,1
7,729,1
7,722,1
8,843,1
8,32,1
8,842,1
8,781,1
8,822,1
8,340,1
8,28,1
8,71,1
8,576,1
8,505,1
8,86,1
8,1,1
8,46,1
9,4,1
9,363,1
9,69,1
9,46,1
9,29,1
10,57,1
10,36,1
10,692,1
10,788,1
10,15,1
10,90,1
10,310,1
10,596,1
10,46,1
10,6,1
10,65,1
10,54,1
10,59,1
10,45,1
10,893,1
10,10,1
10,671,1
10,353,1
11,62,1
11,338,1
11,23,1
11,536,1
11,72,1
11,64,1
11,399,1
11,847,1
11,882,1
11,53,1
11,68,1
11,16,1
11,82,1
11,26,1
11,383,1
11,15,1
11,375,1
11,44,1
11,549,1
11,625,1
12,20,1
12,38,1
12,2,1
12,50,1
12,873,1
12,412,1
12,832,1
12,57,1
12,382,1
12,745,1
13,60,1
13,829,1
13,791,1
13,838,1
13,24,1
13,746,1
13,395,1
13,30,1
13,55,1
13,58,1
13,34,1
13,834,1
13,5,1
13,781,1
13,88,1
13,3,1
13,46,1
13,786,1
14,313,1
14,87,1
14,20,1
14,569,1
14,71,1
14,508,1
14,44,1
14,378,1
14,63,1
14,14,1
14,509,1
14,31,1
14,768,1
14,629,1
14,449,1
14,583,1
14,15,1
14,523,1
14,39,1
15,24,1
15,749,1
15,47,1
15,82,1
15,6,1
15,596,1
15,69,1
15,897,1
15,15,1
15,68,1
15,803,1
15,797,1
15,90,1
15,19,1
15,74,1
15,77,1
15,569,1
15,4,1
16,311,1
16,718,1
16,35,1
16,721,1
16,38,1
16,88,1
16,810,1
16,22,1
16,824,1
16,31,1
16,762,1
16,29,1
16,25,1
16,64,1
16,862,1
16,692,1
17,563,1
17,659,1
17,481,1
17,71,1
17,16,1
17,629,1
17,53,1
17,535,1
17,851,1
17,321,1
17,691,1
17,411,1
17,315,1
17,30,1
17,307,1
17,29,1
17,60,1
17,14,1
17,756,1
17,799,1
18,550,1
18,892,1
18,14,1
18,25,1
18,19,1
18,562,1
18,693,1
18,708,1
18,465,1
18,20,1
18,55,1
18,56,1
18,558,1
18,89,1
18,8,1
18,304,1
18,627,1
18,75,1
19,49,1
19,765,1
19,5,1
19,51,1
19,29,1
19,802,1
19,12,1
19,71,1
19,8,1
19,45,1
19,631,1
20,485,1
20,89,1
20,527,1
20,86,1
20,532,1
20,431,1
20,1,1
20,644,1
20,58,1
20,403,1
20,65,1
20,75,1
20,281,1
20,8,1
20,347,1
20,3,1
20,348,1
20,72,1
20,443,1
20,10,1
20,327,1
20,37,1
20,641,1
21,38,1
21,445,1
21,13,1
21,824,1
21,79,1
21,37,1
